path,split,class_dir,ext,bytes,read_ok,width,height,channels,mode,format,bit_depth,md5,sha256,dhash_hex,source_key,chain,lineage_class,source_key_status,duplicate_group,near_duplicate_group,stem_parsed
train/malignant/malignant (172)-sharpened-rotated32.png,train,malignant,png,102420,True,224,224,3,RGB,PNG,8,749c885d5d2ff51467bc9fa89ad02509,0baa9b066ffb07a6d99ebe481c0b31120c7426eca65fd27c4bf3353d7139a1ac,09e424e0e47070e0,malignant (172),sharpened|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-55bd63b13653,True
train/malignant/malignant (172)-sharpened-sharpened.png,train,malignant,png,137797,True,224,224,3,RGB,PNG,8,dde6a06d45b5f609029783c52903001e,a4793e8439684738f063bdffe292c5f37ed56e25f9343a9e6a4337d45a80d6d5,496424e0e02060e0,malignant (172),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-55bd63b13653,True
train/malignant/malignant (172)-sharpened.png,train,malignant,png,112898,True,224,224,3,RGB,PNG,8,71ad67a7ab281b1b41567dd8bf79ff98,37ef16756ef8034a49da2a49426f8c461006ea74dcb72fa7f32088f869067d58,496424e0e06060e0,malignant (172),sharpened,confirmed,inferred_from_filename_not_verified_identifier,exact-71ad67a7ab28,near-55bd63b13653,True
train/malignant/malignant (172).png,train,malignant,png,50917,True,227,227,3,RGB,PNG,8,2a07162cdf3d7e40a6e748464b2eb20c,d27fd05ab7de472c3e4e21778279fdb9ca351564e9cc443452e860bd58831827,096424e0e06060c0,malignant (172),,strong,inferred_from_filename_not_verified_identifier,,near-55bd63b13653,True
train/malignant/malignant (173)-rotated1-rotated1.png,train,malignant,png,55606,True,224,224,3,RGB,PNG,8,c5009a43bf62af82df4393b546494438,e5cb23bc8d84d5051d96a08fc982cd350ea6866cbcdecef6c5b7b1a6baf5d250,7a7ccc8c8c0c1c9c,malignant (173),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated1-rotated2.png,train,malignant,png,53098,True,224,224,3,RGB,PNG,8,2af2fb2c5c648f1996f93bff47a33304,1f450452735963be845e1029d1903878e41860e604864cd46be262bbe698e2ee,3579d8988cc6860f,malignant (173),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-104af15b113b,True
train/malignant/malignant (173)-rotated1-rotated32.png,train,malignant,png,52362,True,224,224,3,RGB,PNG,8,66428ff7c5c52d705d5461a84ed22ad0,31a2b8781157eebf81ae875aa03853e54e3fcceba195a3053dae5e2c8b4ab307,7d6ccc8c8c4c9d1d,malignant (173),rotated1|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated1-sharpened.png,train,malignant,png,83838,True,224,224,3,RGB,PNG,8,ae1113538b55f0116e698849cb054bcc,cccfd1f3b1a927229b5e18ff95080014098778b4c7459f9dc93857d5313e44b5,bafccc8c8c8c0cde,malignant (173),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated1.png,train,malignant,png,56556,True,224,224,3,RGB,PNG,8,a1e0ea5e884dc60582386b4fc08cf05d,cbd3d451b2030fed4beb978fb9d9b99fcd9abf41949e7c2583ef08047adbcd5b,7d6ccc8c8c4c1c1c,malignant (173),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated2-rotated1.png,train,malignant,png,54196,True,224,224,3,RGB,PNG,8,ada35052ebfee69b940ecea599e2aaa1,d52ce8d4fa9e9dc73502234a95db2fa2ef1108df94ba13ba43729dce0cdec8fc,797ccc8c8c4c1c1c,malignant (173),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated2-rotated2.png,train,malignant,png,56214,True,224,224,3,RGB,PNG,8,c90a5c346f101fccc21eb3e02e826ab3,2a2ab6eb2f90c64b3a456741edf91ab210a05d57859e4ecf800c4b6ca6742605,bafccc8c8c8c0c5e,malignant (173),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated2-rotated32.png,train,malignant,png,52610,True,224,224,3,RGB,PNG,8,e1b899668b6fd9703a02ccaa218eb1e9,188213152e22af8443de45c03122c1f01ffb3fe6f746a309361f080e47a8328a,3979d8988c46060f,malignant (173),rotated2|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-104af15b113b,True
train/malignant/malignant (173)-rotated2-sharpened.png,train,malignant,png,83681,True,224,224,3,RGB,PNG,8,778bbb35230694dbf6a8f7b231def795,f59967ce73172b5b6fbc657e1272c2da697b8bd458526e954db102df4fd5300a,bafccc8c8c8c0c9e,malignant (173),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated2.png,train,malignant,png,56783,True,224,224,3,RGB,PNG,8,f5c8bc7695907cefa0bb4ae8a573468b,71c11923f4b4daf6d26146526ada50be2f297569efdbc6ce9c7d5457fc6fb898,797ccc8c8c4c1c1c,malignant (173),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated32-rotated1.png,train,malignant,png,55669,True,224,224,3,RGB,PNG,8,8fa44ddf9d59f6980df7ecc203f92cba,8509fe7438719dd498ad2ab188311c55460a1c1fca4ab781cc2fd8245b69ec1d,39f8cc8ccc8c0e4f,malignant (173),rotated32|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated32-rotated2.png,train,malignant,png,52942,True,224,224,3,RGB,PNG,8,0e0bae257f8fb9f4bf814d907e6687a8,8d0368405c5cd11f26d0808db8d0d06b50d851799699cc9e71d85a898b2e3c85,3b71d99a8e664707,malignant (173),rotated32|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-3c3807dabc3e,True
train/malignant/malignant (173)-rotated32-rotated32.png,train,malignant,png,50478,True,224,224,3,RGB,PNG,8,63bcae60e9c8c7c833279e14f40628a5,dcb97d85758aae6ec76446a244d30d8a1a9ddfe5d2106b50256717db7f8a1800,3f6d4c8c8c1c1d19,malignant (173),rotated32|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-30f64c99eb38,True
train/malignant/malignant (173)-rotated32-sharpened.png,train,malignant,png,80785,True,224,224,3,RGB,PNG,8,6b90c83bf55cc4cb94c76c7c2bcd20e4,36d3f52a646f0724333c11a7c89264d5d969dad4f8b6fe2e321bf63ae0cb192b,3df8dc8c8ccc0e4f,malignant (173),rotated32|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-rotated32.png,train,malignant,png,55607,True,224,224,3,RGB,PNG,8,fa3d78d696fb6caa72634354701abdea,5f76fce1a3d9e284a365ac39d30a4504388e07a7dd1b5549b517dddc5f7a9aeb,3b71d99a8e664707,malignant (173),rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-3c3807dabc3e,True
train/malignant/malignant (173)-sharpened-rotated1.png,train,malignant,png,82684,True,224,224,3,RGB,PNG,8,7bbe71975e9fee42163134ac8769e689,65d8daac5842bdcf579f96783a07060180566b4360d580a1c642fb259e248f23,ba7ccc8c8c8c0c9e,malignant (173),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-sharpened-rotated2.png,train,malignant,png,74931,True,224,224,3,RGB,PNG,8,74cf860cc8a727873f9b2371a1308773,56988154f48f1d8051344958e36aeda82d4d71df5e89641f4854b4b930e8ae1e,3f6cce8c0c1c1919,malignant (173),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-30f64c99eb38,True
train/malignant/malignant (173)-sharpened-rotated32.png,train,malignant,png,80639,True,224,224,3,RGB,PNG,8,30a99fea157475249d9e8a712d6e2234,bc8d6f02f419198e63080f5ec3abc23611fc41489abcf4aa6a0ba0a760463f4a,b8f8cc8ccc8c0e4e,malignant (173),sharpened|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-sharpened-sharpened.png,train,malignant,png,105151,True,224,224,3,RGB,PNG,8,2a6222e6d25c407b1b78c8aca75068ac,08d995e6ac65c03b5c599a4cf6d4b4e5509df3d1dc7667c9df83c5762be1faac,bafccc8c8c8c0cde,malignant (173),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173)-sharpened.png,train,malignant,png,88655,True,224,224,3,RGB,PNG,8,016cceb16991f693cf490bfaf668d22e,9dad9f31f5b2fca97648fe85219d284ef164f122c28d55390311858aa51f9034,bafccc8c8c8c0cde,malignant (173),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (173).png,train,malignant,png,42500,True,227,227,3,RGB,PNG,8,60729be135865df707989376b8606c2c,f502eb84cca94018852529e125168e71eb363d0977a55cf69eba18a83f4e1ecb,bafccc8ccc8c0cde,malignant (173),,strong,inferred_from_filename_not_verified_identifier,,near-b15fc14f07f7,True
train/malignant/malignant (174)-rotated1-rotated1.png,train,malignant,png,63096,True,224,224,3,RGB,PNG,8,53ae9e54b5ec4d821607b7089b2665b2,deb7aee3fad7338a9adbe1beb5b7cc7585713eda8304b5327c612b76b18da426,2711491b1919b131,malignant (174),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated1-rotated2.png,train,malignant,png,64491,True,224,224,3,RGB,PNG,8,be0ae49fe7bae19aff5b1386935a4c83,2ecbab9c4da724e1896cfd91f2a53a66ff7ef58368ce02b287fc5e0b4a4db44a,45731b1919191858,malignant (174),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-00445ab81529,True
train/malignant/malignant (174)-rotated1-rotated32.png,train,malignant,png,63779,True,224,224,3,RGB,PNG,8,a161c252d2944ca2938dbd1c5cac8479,9bcce27db22cab9ac5742f9f0806e1c2887f41c57b84933dfb2254cfbc8e95f8,0f21040d0b136107,malignant (174),rotated1|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/malignant/malignant (174)-rotated1-sharpened.png,train,malignant,png,99144,True,224,224,3,RGB,PNG,8,7ecff4826161dff5276aebe18c22b141,af29b86f3caa83ca1ea85300e205f74afadcf7edfcebbdcb093e5653969c0ead,6e229a1b1919b998,malignant (174),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated1.png,train,malignant,png,66932,True,224,224,3,RGB,PNG,8,b921ad4b8778b33cf0d7d2c707ed2871,01756763a62039a3780834e1a8159177b332fb69455291e4ee265ebde17a9a50,2702481b1919b9b1,malignant (174),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated2-rotated1.png,train,malignant,png,64853,True,224,224,3,RGB,PNG,8,46f056b88cf6cb5e88f7ee5e0649e3a6,829bfff149b0e24236f61678da495ab698ecdcf36b00792dfd1369297d090909,6e721a191919b9d9,malignant (174),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated2-rotated2.png,train,malignant,png,61308,True,224,224,3,RGB,PNG,8,1d6b6c7514e0ae9ff6a59239fcdbd2ca,78cbbeaf470de022737fa95aa1e403c86fed0e2297d44df7d0bc7a5200b152ad,2703481b19193313,malignant (174),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated2-rotated32.png,train,malignant,png,65053,True,224,224,3,RGB,PNG,8,3990bc387951c767f3e0416b02f9c541,e44db76b8804994937f22a68e47aa7cba38e2ac40bd26b7cefc0dadc2e83a37b,6f721a19191919d9,malignant (174),rotated2|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated2-sharpened.png,train,malignant,png,97189,True,224,224,3,RGB,PNG,8,54c24005d1d20d9df86b837d607ed546,fe422deec827f49a0e723ae1f1d1b7cead6ce159d01340f022479a17a6852ef4,05771a99191d1858,malignant (174),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-00445ab81529,True
train/malignant/malignant (174)-rotated2.png,train,malignant,png,66588,True,224,224,3,RGB,PNG,8,f1fe9b64d48e137c5ce95f793dd770c7,e172111db705341999f5c83de855aa9540c982d755ad2324f00a9558df98588d,2711491b1919b131,malignant (174),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-rotated32-rotated1.png,train,malignant,png,62499,True,224,224,3,RGB,PNG,8,e958bbc5470be06f4cc8f1b0069b71ca,808a79b76076722401e5b7a0fa1056a79ea3cf2c1afdec89dae68714c4adabc2,0ff7d19b1d1c1c2f,malignant (174),rotated32|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f4bd71c8b630,True
train/malignant/malignant (174)-rotated32-rotated2.png,train,malignant,png,62808,True,224,224,3,RGB,PNG,8,af5d0a3e1950a54fde24c0a538329cff,b225999513d5d4acb06a6fd4ae0ecc48b5cef986d0a4bcbd6a9ab7d6dea5a25c,0f6df19b9c1c1f3f,malignant (174),rotated32|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-df89c74da61f,True
train/malignant/malignant (174)-rotated32-rotated32.png,train,malignant,png,62670,True,224,224,3,RGB,PNG,8,85f432df9980430e4f5208005fc17faf,efef6c7beadb23c1916d72d4b47c77c0df2cb18dd1ae0b26a463089a5279d602,0f6df39b9c1c0f3f,malignant (174),rotated32|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-df89c74da61f,True
train/malignant/malignant (174)-rotated32-sharpened.png,train,malignant,png,94753,True,224,224,3,RGB,PNG,8,a906d10dbdff51f6396ebe08dd8cea07,b78becaef3eae7caa5c977617ea311894055967dc96d0c0ed5b81f7b782784b7,0ff7d19b1d1c1c2f,malignant (174),rotated32|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-f4bd71c8b630,True
train/malignant/malignant (174)-rotated32.png,train,malignant,png,66364,True,224,224,3,RGB,PNG,8,bdd356fc3fbaaa70d3cb654af9cb3970,e9a89c126a414a7d3e14b106fd272ca49720b24054d8b4d4628121e99cc92f5f,0f6df19b9c1c1f37,malignant (174),rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-df89c74da61f,True
train/malignant/malignant (174)-sharpened-rotated1.png,train,malignant,png,95054,True,224,224,3,RGB,PNG,8,649512fcec76118c80b1e5d00aeb31e0,90788357d1b52feea412afe0df490d531a85c1b1b61bc01feaf8fd7853b72e76,27220a1b1919b991,malignant (174),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-sharpened-rotated2.png,train,malignant,png,97523,True,224,224,3,RGB,PNG,8,790706d547a81b375db95c8b2a6d35e7,afda00412de0f58229b88a357d8848786c2cad4cf83c0282b6733432e044c575,6e229a1b1919b998,malignant (174),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-sharpened-rotated32.png,train,malignant,png,92891,True,224,224,3,RGB,PNG,8,34f8a9c7c2ab854bef6396c6c7e0a871,11216a9392557ef8bdfa3b4c7a79824b58c4ad532d39211a0c4e16e49dc1e2da,0ff7d3991d1c1c6f,malignant (174),sharpened|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-f4bd71c8b630,True
train/malignant/malignant (174)-sharpened-sharpened.png,train,malignant,png,131882,True,224,224,3,RGB,PNG,8,1d0d7f579f253bffecf356f2d31c0d40,88f3ce0408bd9950ea3d71c39bad867973852063bd8c1f585d5d44f7d97adce4,64729a19191999d0,malignant (174),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174)-sharpened.png,train,malignant,png,106768,True,224,224,3,RGB,PNG,8,fce0b1397ac6842dc9da24ff4cd7380d,def1c2f5bf720a3dff8d102d7a6313c7719442e8547f95ea77afe91cd514fc29,66729a19191999d8,malignant (174),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (174).png,train,malignant,png,47289,True,227,227,3,RGB,PNG,8,2e105fc969e663e8f7c5c531d7d1b8b9,3a559a34110b5970735ce56e4209572181394c8bc8765e8e3c0d61586bc0e6d1,66721a19191999d8,malignant (174),,strong,inferred_from_filename_not_verified_identifier,,near-f852a51cce18,True
train/malignant/malignant (175)-rotated1-rotated1.png,train,malignant,png,57418,True,224,224,3,RGB,PNG,8,865e9c1eb3069797160a0765efe4e962,5cd01d63af90c6054ab7633b02754e2dacae0638cc60bf86f950d95bfadc5f70,0f19d8d072647671,malignant (175),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated1-rotated2.png,train,malignant,png,57249,True,224,224,3,RGB,PNG,8,8ae0330c3e5b942e61f04a7452b98959,86911648b5eacbda98ff920e2512330787072b66a62fbda9923f6a812a017046,0f99f0f2f2667270,malignant (175),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated1-rotated32.png,train,malignant,png,56959,True,224,224,3,RGB,PNG,8,a8fcef1ee7e82a175e82612c023efcbc,7227c65a75172275d8caf4b803e8ede02dcae73553c8837c244e19e326e878a6,0f19f0f2f2767272,malignant (175),rotated1|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated1-sharpened.png,train,malignant,png,91414,True,224,224,3,RGB,PNG,8,1fe954249d993b1036060239e2f91cb8,39ff77fc8109eb4e211a46fe60818242cbecbebe6be8f4db3666926f3573f673,0f18d8d0f2667270,malignant (175),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated1.png,train,malignant,png,58826,True,224,224,3,RGB,PNG,8,39dfcd2f3a174b7153768a61ce553904,cbd6af6ae42adb25b70a554cd4985212b5b1991952e5378c09da09febffbd793,1f31b0f2d2f23039,malignant (175),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-8d31a9f18953,True
train/malignant/malignant (175)-rotated2-rotated1.png,train,malignant,png,55120,True,224,224,3,RGB,PNG,8,2c0bb21f4907eb3e66a1e4d51b93e699,6f7fc93d55bd4a79022e251d4704f560009ae669496d171cb737509e0cfeec17,0759d8d072646467,malignant (175),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated2-rotated2.png,train,malignant,png,55273,True,224,224,3,RGB,PNG,8,07ec4f3d0ebfa606525f6a6ee0d27a1a,17b8cc3dc2c07d55c2951d4069f5ab37d74b7e8a50067da9071299c544a8bbbd,074dc8c062646525,malignant (175),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-37457ac5066d,True
train/malignant/malignant (175)-rotated2-rotated32.png,train,malignant,png,53069,True,224,224,3,RGB,PNG,8,494911ba5f17d016c5fe6350773d3212,a57cf162814190d102a546427449798055dce045bf096c3eab8ebf38bef84218,0b39f0f2f272333b,malignant (175),rotated2|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated2-sharpened.png,train,malignant,png,85135,True,224,224,3,RGB,PNG,8,83db1806cfc6a9a6ad4f69bd7dc26149,454e52033929183ea49b30ed860b2524a2c55e79dc0adad8010b81b070b72f86,074dc8c062e4e525,malignant (175),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-37457ac5066d,True
train/malignant/malignant (175)-rotated2.png,train,malignant,png,57966,True,224,224,3,RGB,PNG,8,3daab2a4e5f5e221cfc7df228effc28c,f50818dc7d5b70e26d2064ae6369b74ba77659d0b3724eff304041f3dcf33a2d,074dc8c262e4e525,malignant (175),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-37457ac5066d,True
train/malignant/malignant (175)-rotated32-rotated1.png,train,malignant,png,55856,True,224,224,3,RGB,PNG,8,542eb2be60ed5455eadb141110c892c1,8bc72850b8aaaa705e1d34aacd9736d127980d607caa3f8b05c82ea756c8f58a,0f19d8f0f2667273,malignant (175),rotated32|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-rotated32-rotated2.png,train,malignant,png,54336,True,224,224,3,RGB,PNG,8,12f9334c45022ad3d1dd663c3a841103,b8ac7805d6352a775546fb6bfbe7c9bbdd36b51a911df17f91f26f41ce68c816,074dcc6062c0ed0d,malignant (175),rotated32|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/malignant/malignant (175)-rotated32-rotated32.png,train,malignant,png,52964,True,224,224,3,RGB,PNG,8,07df5b5ee3d2172504b8b27f1493ec3f,272df3c26bfe9c9575de36d1a04dfb17bca350c95d46f3314a9c5d723e344100,1b31b1f2d2f2393b,malignant (175),rotated32|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-8d31a9f18953,True
train/malignant/malignant (175)-rotated32-sharpened.png,train,malignant,png,86210,True,224,224,3,RGB,PNG,8,76462c64faaebaecdd1655a040411aaa,1aaa22f08c9248d6f4e1abdacd8ad40a1ca3f513d52631f928e2f5f7fe0fef15,074dc8c26264e425,malignant (175),rotated32|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-37457ac5066d,True
train/malignant/malignant (175)-rotated32.png,train,malignant,png,57403,True,224,224,3,RGB,PNG,8,5fc181424b9fbfd2266ec50bc12b2fb5,fc77aa213a062db46f604e07b3ddd88ab799b453c24d9f5a25108491ce1e1b49,2761446862c0690b,malignant (175),rotated32,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/malignant/malignant (175)-sharpened-rotated1.png,train,malignant,png,98141,True,224,224,3,RGB,PNG,8,3fd344c3f8741223fd32c7d55805eb1e,927b000bf7edcd80b2e7475ee1e4c4f7b556570965318f8b869dfdd652a30835,0e98d8d0f2667270,malignant (175),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,exact-3fd344c3f874,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-sharpened-rotated2.png,train,malignant,png,87727,True,224,224,3,RGB,PNG,8,4227b5c239abb18f1bec73d03047c730,261b336dbf0821e03026c565fe143ee1e8e77697ceb580b23c1c1041f9aaff34,0f39f0f2f2723230,malignant (175),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-sharpened-rotated32.png,train,malignant,png,89694,True,224,224,3,RGB,PNG,8,fd6688c38d6ad6c54f0c8842083ac3bc,f0465bdd2b06cf67ab7ebb75a2c96e3ed2f42e9d4141c8148bfba93b3bede9fa,0f18d8d0f2667271,malignant (175),sharpened|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-sharpened-sharpened.png,train,malignant,png,121086,True,224,224,3,RGB,PNG,8,4b443ce7b68fa5f7643fa644e83feafb,2a7ad8fc3c4c93741ba3ee63d4f09e71cdd5a1ed473f4723f73e9d57e06c3732,0f98d8f2f27672b2,malignant (175),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (175)-sharpened.png,train,malignant,png,98141,True,224,224,3,RGB,PNG,8,3fd344c3f8741223fd32c7d55805eb1e,927b000bf7edcd80b2e7475ee1e4c4f7b556570965318f8b869dfdd652a30835,0e98d8d0f2667270,malignant (175),sharpened,confirmed,inferred_from_filename_not_verified_identifier,exact-3fd344c3f874,near-c9ed7c7d39ab,True
train/malignant/malignant (175).png,train,malignant,png,44159,True,227,227,3,RGB,PNG,8,e96b7cfa40d16d967b7b99c29e85cc34,a227299547828bbc177bc8fa2798e74a304b130c636225045a2e54da14b3c37c,0e98d8d2f2667270,malignant (175),,strong,inferred_from_filename_not_verified_identifier,,near-c9ed7c7d39ab,True
train/malignant/malignant (176)-rotated1-rotated1.png,train,malignant,png,55198,True,224,224,3,RGB,PNG,8,9d19706ce09ad6e6c55b6c5508859c22,8baa711564b0a3d2e20033366c3521921450f8e444661fa882f19c6bab05bb04,25c9d494968e4b06,malignant (176),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated1-rotated2.png,train,malignant,png,54940,True,224,224,3,RGB,PNG,8,7a0784a5ce0c2b9c3a2239afc7b6f5a9,d317fe1ec320c8b292f4907e67d206542f534811407e1f945616f2a82daff44c,6745dc94940c5a0c,malignant (176),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated1-rotated32.png,train,malignant,png,54682,True,224,224,3,RGB,PNG,8,5a0c6a2604745c8d3833bd8a7a87e0c4,59a3428047da5bf1518630ead7562416b8b34f7f8fdeb73b456fffa09f72d283,6745dc94a40c5c0d,malignant (176),rotated1|rotated32,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated1-sharpened.png,train,malignant,png,80123,True,224,224,3,RGB,PNG,8,d0f708904a8dab8a6ecbfa5cca957893,6ceb7f2d684aadc52c00da92e8c4c0acdfe7de213138b3f85b7ffda62435bed1,6745d494940e4a0e,malignant (176),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated1.png,train,malignant,png,57668,True,224,224,3,RGB,PNG,8,6437704ca89f3441139a6b893230435f,f83728a11fa149a451dce8d73a51860924388513e15c5af766cbe03e50107806,6745dc94940c5a0e,malignant (176),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated2-rotated1.png,train,malignant,png,55176,True,224,224,3,RGB,PNG,8,7272bf168ea7118fc45d6ac1f2ec8d86,4acd2ebc672f40cd23b5a7ff9e9c3316b10e23eb91c4712a062a81ccad4e27f2,1359959697dc4513,malignant (176),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,exact-7272bf168ea7,near-850cfcfd9127,True
train/malignant/malignant (176)-rotated2-rotated2.png,train,malignant,png,54928,True,224,224,3,RGB,PNG,8,13486d23219b46a124d51ee422c68898,f5d6aff871f9b4e64f84d8f99ea598fd690c5e2b98dc5513caa35c63be995fa3,0bc99594969f0b07,malignant (176),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
train/malignant/malignant (176)-rotated2-rotated32.png,train,malignant,png,55176,True,224,224,3,RGB,PNG,8,7272bf168ea7118fc45d6ac1f2ec8d86,4acd2ebc672f40cd23b5a7ff9e9c3316b10e23eb91c4712a062a81ccad4e27f2,1359959697dc4513,malignant (176),rotated2|rotated32,confirmed,inferred_from_filename_not_verified_identifier,exact-7272bf168ea7,near-850cfcfd9127,True
train/malignant/malignant (176)-rotated2-sharpened.png,train,malignant,png,78943,True,224,224,3,RGB,PNG,8,a1423f60d23ec9123bcbcd115e9bf1cc,44a1cc4ad13f0b9856cb49ee628334218801bea3f0b77a752960faf089e7f01d,09c99494969f0a07,malignant (176),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-09b84f72ea07,True
